UEI,Start Date,End Date,Duration(Days),Main Cause,Location,Districts,State,Latitude,Longitude,Severity,Area Affected,Human fatality,Human injured,Human Displaced,Animal Fatality,Description of Casualties/injured,Extent of damage,Event Source,Event Souce ID,District_LGD_Codes,State_Codes
UEI-IMD-FL-2019-0056,2019-12-06,2019-12-06,1.0,Heavy Rain,,"Ernakulam, Malappuram",Kerala,,,,,,,,,,i) Damage to many houses & Dairy-farm reported. ii) Hundreds of people living along the coast evacuated.,IMD,,"555, 562",32
UEI-IMD-FL-2019-0057,2019-06-14,2019-06-14,1.0,Heavy Rain,,"Malappuram , Wayanad",Kerala,,,,,,,,,,Damage to many houses & Dairy-farm reported.,IMD,,"562, 567",32
UEI-IMD-FL-2019-0058,2019-06-20,2019-06-20,1.0,Heavy Rain,,"Kannur, Kasaragod",Kerala,,,,,,,,,,i) Damage to houses reported. ii) More than 150 people shifted to relief camps,IMD,,"557, 558",32
UEI-IMD-FL-2019-0059,2019-10-07,2019-10-07,1.0,Landslide,,Kottayam,Kerala,,,,,,,,,,i) Damage to a house reported. ii) Transport disrupted.,IMD,,560,32
UEI-IMD-FL-2019-0060,2019-07-18,2019-07-20,3.0,Heavy rains,,"Alappuzha , Ernakulam, Idukki, Kannur, Kasaragod, Kollam, Kottayam, Kozhikode, Pathanamthitta, Thrissur, Thiruvananthapuram, Wayanad",Kerala,,,,,12.0,1.0,9,,"Total 12 persons died, 9 persons missing & one injured. Ernakulam �������� 1 person died due to wall collapsed, Kannur-2 persons died & other injured, Kasaragod �������� 1 person died, Kollam �������� 1 fisherman drowned & 2 others missing. Kottayam �������� 1, Kozhikode -1 person died, Thrissur �������� 1 person drowned, Thiruvananthapuram - 3 persons died & 7 fishermen missing, Wayanad �������� 1 person died.",i) Damage to about 180 houses reported. ii) Low-lying areas inundated. iii) Damage to boats reported. iv) Several families shifted to relief camps. v) Transport disrupted due to Landslip in several places in Idukki Dist. vi) Transport disrupted due to water logging in Pathanamthitta Dist.,IMD,,"554, 555, 556, 557, 558, 559, 560, 561, 564, 566, 565, 567",32
UEI-IMD-FL-2019-0061,2019-07-28,2019-07-28,1.0,Landslip,,Idukki,Kerala,,,,,,,,,,"i) Damage to shops, parked vehicles reported. ii) Traffic disrupted at National Highway in Munnar as rocks,mud caved in.",IMD,,556,32
UEI-IMD-FL-2019-0062,2019-04-08,2019-06-08,3.0,Heavy rains & Landslip,,Wayanad,Kerala,,,,,,,,,,i) Bridge washed away. ii) Huge iron-pipe broke. iii) People shifted to safer places.,IMD,,567,32
UEI-IMD-FL-2019-0063,2019-07-08,2019-07-08,1.0,Heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,"i) Damage to 4 houses reported. ii) Damage to several vehicles reported. iii) Damage to boats reported. iv) Rail-traffic disrupted. v) Several trees, electric / telephone poles uprooted causing disruption in communication,power supply.",IMD,,565,32
UEI-IMD-FL-2019-0064,2019-08-08,2019-08-08,1.0,"Heavy rains, Floods (Muvattupuzha & Kabani river) & Landslip",,"Ernakulam, Idukki, Kannur, Kasaragod, Kozhikode, Malappuram, Palakkad, Thiruvananthapuram, Thrissur, Wayanad",Kerala,,,,,23.0,10.0,40,,"Idukki : 2 persons including a child died. Kannur : One person died. Kasaragod : One person died. Kozhikode : One person died. Malappuram : One person died. Palakkad : One person died. Thrissur : One person electrocuted. Wayanad : 15 persons died, 40 others missing & 10 injured.","Ernakulam : i) Apron area of Kochi International Airport & the taxi way of CIAL flooded. ii) Air traffic disrupted. iii) Muvattupuzha River flooded. Idukki : i) Damage to around 500 houses reported. ii) Damage to shed reported. iii) Landslide occurred in 30 places. iv) Landslip occurred at 70 places. v) Munnar, Marayur & Mankulam areas isolated due to floodin Kannur : i) Several areas of Sreekanthapuram, Kellakom, Kottiyoor, Ambayathode, Mattannur, Mannur, Iritty,,Vallithode flooded. ii) Traffic disrupted due to landslide. Kasaragod : i) 25 families isolated, as cut-off from main land. ii) Road traffic disrupted. Kozhikode : i) Landslide occurred 4 times. ii) 4 families shifted to relief camps. iii) Traffic including bus services,power-supply disrupted. Malappuram : i) Around 200 houses,100 commercial establishments inundated. ii) 920 people from 21 places shifted to safer places. iii) Nilambur-Kozhikode route bus services,traffic disrupted. iv) 292 families shifted to 171 relief camps. Palakkad : i) Landslide occurred at 11 places. ii) Power supply & Traffic disrupted in several areas. Thiruvananthapuram : i) Damage to rubber crops, Banana plantation,,several vegetable crops repored. ii) Damage to houses including appliances repored. iii) Damage to about 100 electric post & about 380 electric cable-line around 50 places reported. iv) Damage to vehicles reported. v) Huge Advertisement play-cards fell. vi) Trees uprooted around 179 places in the city. vii) Transport,power supply disrupted. viii) Fire force,electricity department contributed a lot in rescue operations. Thrissur : i) Landslide occurred. ii) Power supply,traffic disrupted in several areas. iii) Railway services disrupted as Railway track inundated. Wayanad : i) Extensive damage to crops including 100 acres of tea-plantation reported. ii) Church, mosque,a temple & vehicles caved in. iii) Damage to about 125 houses reported. iv) Shops inundated. v) 257 families shifted to relief camps. vi) Damage to roads reported. vii) Low-lying areas submerged. viii) Several trees, electric / telephone poles uprooted causing disruption in communication,power supply.",IMD,,"555, 556, 557, 558, 561, 562, 563, 565, 566, 567",32
UEI-IMD-FL-2019-0065,2019-09-08,2019-09-08,1.0,Heavy rains & Landslide,,"Ernakulam, Idukki, Kannur, Malappuram, Palakkad, Thiruvananthapuram, Thrissur, Wayanad",Kerala,,,,,19.0,2.0,,,Idukki : 2 persons died. Kannur : One person died. Malappuram : 8 persons died. Thiruvananthapuram: 2 persons injured. Wayanad : 8 persons died.,"Ernakulam : i) Flight service disrupted as CIAL Kochi runway flooded. ii) Air port shutdown for 2 days. iii) 115 relief camps opened. Idukki : i) Damage to agricultural crops reported. ii) Damage to houses reported. iii) Damage to roads reported. iv) Power supply & mobile services disrupted. Kannur : i) Houses inundated. ii) 6,221 persons shifted to relief camps Malappuram : i) Landslide reported. ii) More than 30 houses including 48 persons of 19 family caved in. iii) 1200 persons shifted to 82 relief camps. iv) Communication,power supply disrupted. Palakkad : i) Damage to agricultural crops reported. ii) Damage to houses reported. iii) 44 relief camps opened. Thiruvananthapuram : i) Damage to agriculture crops reported. ii) Damage to about 200 houses reported. iii) Damage to an autorikshaw reported. iv) 19 persons shifted to relief camps. v) Several trees including Tamarind & Rubber trees, electric / telephone poles uprooted causing disruption in communication,power supply.  Thrissur : 6,473 persons shifted to 91 relief camps. Wayanad : i) Damage to more than 100 acres of tea plants reported. ii) Damage to several buildings & a temple reported.",IMD,,"555, 556, 557, 562, 563, 565, 566, 567",32
UEI-IMD-FL-2019-0066,2019-10-08,2019-10-08,1.0,"Heavy rains, Floods & Landslide",,"Alappuzha, Ernakulam, Idukki, Kannur, Kasaragod, Kollam, Kottayam, Kozhikode, Malappuram, Palakkad, Pathanamthitta, Thiruvananthapuram, Thrissur, Wayanad",Kerala,,,,,8.0,1.0,,,Kannur : 2 persons died. Kozhikode : 5 persons died. Thiruvananthapuram : One woman injured in Pathencode. Thrissur : One person died.,"Alappuzha : i) Damage to agriculture crops reported. ii) Several houses inundated. iii) Home appliances washed away. iv) NDMA Chengannur & Army in Thiruvalla help in rescue operations. v) 824 families with 2836 persons shifted to 6 relief camps. Ernakulam : i) 23,156 persons shifted to 133 relief camps. ii) Damage to 2 houses fully & 54 houses partially reported. Idukki : i) Landslide occurred at 4 different places. ii) Damage to several acres of agriculture crops reported. iii) 4 bridges washed away in Cheruthoni. iv) Several houses,business institutes submerged. v) 1192 persons shifted to 26 relief camps. vi) Damage to roads reported. vii) Power supply & mobile services disrupted. Kannur : i) Landslide at three different places reported. ii) Several villages cut-off from other parts. iii) 9743 persons shifted to 104 relief camps. Kasaragod : i) Damage to 21 houses fully & 282 partially reported. ii) Low-lying areas submerged. iii) Tejaswani River flooded. iv) 2549 people of 726 families shifted to 19 relief camps. Kollam : i) Damage to 153 houses partially & 2 housed fully reported. ii) Chengotta-Punalur path railway services disrupted. Kottayam : i) Damage to agriculture crops including paddy reported. ii) Loss of worth crores reported. iii) Low-lying areas inundated. iv) 4000 people shifted to relief camps. Kozhikode : i) Damage to 3 bridges reported, which cause Maruthilav village cut-off from other parts. ii) Railway services disrupted. iii) 37409 persons shifted to 287 relief camps. iv) 43 villages inundated. v) Damage to a vehicle reported. Malappuram : i) Bharathapuzha flooded. ii) Hundreds of houses inundated. iii) 683 families with 8272 persons shifted to 187 relief camps. iv) Damage to Vaniempuzha hanging bridge reported. v) Around 200 people in the forest area cut-off from main land. Palakkad : i) Damage to Paddy cultivation reported. ii) 2,836 families with 8,272 persons shifted to 81 relief camps. Pathanamthitta : i) Damage to agriculture crops worth 2.5 lakhs reported. ii) Damage to 51 houses reported. iii) Low-lying areas inundated in upper Kuttanad areas. iv) 1788 members of 458 families shifted to 39 relief camps. Thiruvananthapuram : i) Damage to a compound wall of a rest house reported. ii) Damage to 6 houses fully & 78 houses partially reported. 30 houses inundated & 4 houses submerged. iii) Damage to 2 cars reported. iv) Several trees including Tamarind & Rubber trees, electric / telephone poles uprooted causing disruption in communication,power supply. Thrissur : 18,684 persons of 5,291 families shifted to 152 relief camps. Wayanad : i) Tea estate plantation,several tourist monuments caved in. 63 persons caved in ii) Damage to about 70 houses reported. iii) 32,276 persons shifted to 197 relief camps. iv) Power supply disrupted.",IMD,,"554, 555, 556, 557, 558, 559, 560, 561, 562, 563, 564, 565, 566, 567",32
UEI-IMD-FL-2019-0067,2019-11-08,2019-08-14,4.0,Heavy rains & Landslide,,"Alappuzha, Idukki, Kollam, Malappuram, Thiruvananthapuram, Wayanad",Kerala,,,,,2.0,7.0,,,Thiruvanantha-puram : 2 fishermen died. 7 other persons injured in different incidences. Wayanad : One person died at Kalpetta on 11th.,"Alappuzha : i) Extensive damage to crops including paddy cultivation reported. ii) Several houses inundated. iii) Damage worth 37 crores estimated. iv) 13,800 persons of more than 3000 families shifted to 89 relief camps. v) Roads submerged. vi) Traffic disrupted. Idukki : i) Town flooded by Muthirapuzha River. ii) About 1400 persons shifted to 21 relief camps. iii) Damage to roads reported. iv) Power supply & mobile services disrupted.  Kollam : i) Damage to house reported. ii) Hectares of agriculture crops submerged. iii) Roads inundated. Malappuram : i) Extensive damage to a bridge reported causing isolation of Shantigramam. ii) Some hoses flooded. Thiruvananthapuram : i) Damage to crops mainly Banana cultivation reported. ii) Damage to several houses reported. Wayanad : i) Low-lying areas inundated. ii) 35,155 people shifted to 203 relief camps. iii) Damage to crops reported.",IMD,,"554, 556, 559, 562, 565, 567",32
UEI-IMD-FL-2019-0068,2019-08-19,2019-08-20,2.0,Heavy rains,,"Alappuzha, Thiruvananthapuram, Wayanad",Kerala,,,,,,,,,,"Alappuzha : i) Damage to 5 houses fully & 115 houses partially reported. ii) 300 people shifted to 3 relief camps. Thiruvananthapuram : Damage to houses reported. Wayanad : i) Damage to crops Viz. Paddy (45 hectare), Bannana (20 hectare), Ginger (4 hectare), Arecanut (2 hectare), tapioca (2 hectare) & Tuber crops reported. ii) Dairy farms affected. iii) Damage worth one crore reported. iv) Damage to a house reported. v) Kavadam, Chekkalloor areas more affected.",IMD,,"554, 565, 567",32
UEI-IMD-FL-2019-0069,2019-08-22,2019-08-23,2.0,Heavy rains,,Wayanad,Kerala,,,,,,,,,,i) Damage to agriculture crops reported. ii) Damage to about 10 houses including home appliances reported. iii) 30 families shifted to relief camps.,IMD,,567,32
UEI-IMD-FL-2019-0070,2019-03-09,2019-09-09,2.0,Heavy rains,,Wayanad,Kerala,,,,,,,,,,i) Damage to Ginger crops reported. ii) Damage to school building reported. iii) Damage to a house including household appliances reported. iv) Damage worth lakhs reported,IMD,,567,32
UEI-IMD-FL-2019-0071,2019-12-09,2019-12-09,1.0,Heavy rains & Landslide,,Malappuram,Kerala,,,,,,,,,,i) Damage to several houses reported. ii) Roads washed away. iii) Hundreds of houses inundated. iv) Power supply disrupted.,IMD,,562,32
UEI-IMD-FL-2019-0072,2019-09-26,2019-09-26,1.0,Heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,i) Water logging in low-lying areas of Thampanoor. ii) Road transport disrupted. iii) One house damaged completely at Attingal,IMD,,565,32
UEI-IMD-FL-2019-0073,2019-10-17,2019-10-17,1.0,Heavy rains & Landslide,,Thiruvananthapuram,Kerala,,,,,,,,,,"i) Extensive damage to agriculture crops reported. ii) Bridges submerged. iii) Landslide reported at 8 places & Landslip reported at Kallar-Ponmudi road. iv) Houses submerged. v) Vehicular Traffic,power-supply disrupted.",IMD,,565,32
UEI-IMD-FL-2019-0074,2019-10-21,2019-10-21,1.0,Heavy rains & Landslide,,"Alappuzha, Ernakulam, Idukki, Kannur, Kasaragod, Kollam, Kottayam, Kozhikode, Malappuram, Palakkad, Pathanamthitta, Thiruvananthapuram, Thrissur, Wayanad",Kerala,,,,,1.0,,,,Kottayam : One person electrocuted.,"Alappuzha : i) Paddy fields inundated. ii) 446 families shifted to a relief camp. iii) Transport disrupted. iv) Water- logging in low-lying areas. Ernakulam : i) Houses & Ernakulam North Railway-station tracks flooded. ii) Transport & train-services disrupted. iii) 11 relief camps opened. iv) Landslip reported in Velloor(Piravom). Kollam : i) Complete damage to 5 houses reported. ii) 3 relief camps opened. Kottayam : i) Traffic,power-supply disrupted. ii) 2 relief camps opened. Malappuram : i) Agriculture land inundated. ii) Power-supply disrupted. Palakkad : i) Landslide reported in Attappady. ii) Traffic,power-supply disrupted at several areas. iii) 9 relief camps opened. Thiruvananthapuram : i) Damage to 30 houses reported. ii) Power-supply,traffic disrupted. Districts of Kerala : i) Damage to 34 houses reported. ii) 1380 families with 3506 persons shifted to 16 relief camps in the state.",IMD,,"554, 555, 556, 557, 558, 559, 560, 561, 562, 563, 564, 565, 566, 567",32
UEI-IMD-FL-2019-0075,2019-10-22,2019-10-22,1.0,Heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,"i) Damage to houses reported. ii) Damage to roads reported. iii) Traffic disrupted. iv) Vengaranmood, Kattakada, Varkala area affected.",IMD,,565,32
UEI-IMD-FL-2019-0076,2019-10-30,2019-10-31,2.0,Heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,i) Damage to agricultural crops including Banana & vegetable crops reported. ii) Damage to about 20 houses reported. iii) Well caved in. iv) Low-lying areas inundated. v) Extensive damage in the Ponmudi- Bonacaud forest area reported. vi) Landslide reported on Ponmudi route. vii) Several trees/electric poles uprooted causing disruption in vehicular traffic & power supply.,IMD,,565,32
UEI-IMD-FL-2019-0077,2019-01-11,2019-02-11,2.0,Heavy rains,,"Alappuzha, Idukki, Thiruvananthapuram",Kerala,,,,,,,,,,"i) 10,400 hectares of paddy fields submerged. ii) Damage worth rupees 12.25 crores reported. iii) Complete damage to a house reported.",IMD,,"554, 556, 565",32
UEI-IMD-FL-2019-0078,2019-10-11,2019-10-11,1.0,Heavy rains,,Wayanad,Kerala,,,,,,1.0,,2,One person injured & 2 cows perished.,,IMD,,567,32
UEI-IMD-FL-2019-0079,2019-11-11,2019-11-17,2.0,Heavy rains,,Thiruvananthapuram,Kerala,,,,,,,,,,i) Damage to 2 houses reported. ii) Damage to electrical appliances reported. iii) Damage to a asbestos sheets reported. iv) Damage of more than 2 lakhs reported. v) Water logging in several areas reported.,IMD,,565,32
UEI-IMD-FL-2019-0080,2019-11-20,2019-11-20,1.0,Heavy rains,,"Kannur, Malappuram, Thiruvananthapuram",Kerala,,,,,3.0,,,,"Total 3 persons died. Kannur-2, Malappuram �������� 1.",i) Low-lying areas including Kalotsavam �������� Vedi School inundated. ii) Trees uprooted.,IMD,,"557, 562, 565",32
UEI-IMD-FL-2019-0081,2019-03-12,2019-03-12,1.0,Heavy rains,,Wayanad,Kerala,,,,,,,,,,Damage to hectares of paddy crops & Banana crops reported.,IMD,,567,32
UEI-IMD-FL-2020-0044,2020-02-01,2020-03-01,2.0,Heavy Rains,,"Malappuram, Thiruvananthapuram",Kerala,,,,,,,,,,"i) Damage to compound wall of Government school at Attingal, Thiruvananthapuram reported. ii) Damage to a house reported. iii) Damage to a bike reported. iv) Trees uprooted.",IMD,,"562, 565",32
UEI-IMD-FL-2020-0045,2020-04-24,2020-04-28,2.0,Heavy Rains,,Thiruvananthapuram,Kerala,,,,,,,,,,"i) Damage to houses reported. ii) Trees uprooted at several places,heavy branches broken causes disruption to electric supply. iii) Waterlogging reported in low lying areas.",IMD,,565,32
UEI-IMD-FL-2020-0046,2020-03-05,2020-03-05,1.0,Heavy Rains,,Pathanamthitta,Kerala,,,,,,,,,,i) Extensive damage to standing crops reported. ii) Damage to about 100 houses reported. iii) Damage to 80 electric posts reported. iv) Vehicular traffic remained disrupted for a long time on many roads,IMD,,564,32
UEI-IMD-FL-2020-0047,2020-07-05,2020-08-05,2.0,Heavy Rains,,Thiruvananthapuram,Kerala,,,,,,,,,,"i) Chirayinkeezh, Neyyattinkara, Vizhinjam area affected. ii) Damage to acres of agricultural crops reported. iii) Damage to more than 174 houses reporteded. iv) Electric posts broke down cause disruption to power supply at many places. v) Trees uprooted.",IMD,,565,32
UEI-IMD-FL-2020-0048,2020-05-16,2020-05-18,2.0,Heavy Rains,,Thiruvananthapuram,Kerala,,,,,,,,,,i) Kovalam & Vanchiyoor area affected ii) 10 hectares of paddy fields ready for harvesting inundated causes huge loss to farmers. iii) Damage.to many houses & shop reported. iv) 6 electric posts broken down. Overhead power lines broken at many places. v) Damage to household electronic equipments reported. vi) Trees uprooted at many places.,IMD,,565,32
UEI-IMD-FL-2020-0049,2020-05-22,2020-05-22,1.0,"Heavy Rains & Floods (Killi,Karamana rivers)",,Thiruvananthapuram,Kerala,,,,,,,,,,"i) Malayinkeezhu, Vattiyurkavu, Vizhinjam, Kovalam, Thiruvallam area affected. ii) Damage to 7735 plantains,vegetable cultivation in 6 acres of land reported. iii) Many low lying areas inundated. iv) Around 500 houses in different places inundated. v) Complete or partial damage to 100 houses reported. vi) 15 families shifted to relief camps. vii) Damage to 30 vehicles including four-wheelers reported. viii) Smaller roads leading off the bypass into the Chala market & residential colonies remained waterlogged for hours. ix) Traffic disrupted.",IMD,,565,32
UEI-IMD-FL-2020-0050,2020-02-06,2020-05-06,3.0,Heavy Rains & Floods,,Thiruvananthapuram,Kerala,,,,,,2.0,,,2 persons injured.,"i) Nandiyode, Vizhinjam, Neyyattinkara, Muttathara, Pattom, Nedumangadu, Kovalam, Adimalathura, Nilambur area affected. ii) Damage to Temple reported. iii) Complete damage to 2 houses reported. iv) More than 200 houses from different places inundated causes damages to floor,electronic equipments. v) Damage to many shops reported. vi) Damage to two-wheeler reported. vii) Major roads including Chala Bypass road in the city inundated causes disruption in traffic. viii) Vehicular traffic disrupted. ix) Trees uprooted in many places.",IMD,,565,32
UEI-IMD-FL-2020-0051,2020-03-07,2020-03-07,1.0,Flash flood,,Kozhikode,Kerala,,,,,1.0,,,,One youth died at Pulloorampara.,,IMD,,561,32
UEI-IMD-FL-2020-0052,2020-05-08,2020-05-08,1.0,Heavy Rains & Floods,,Wayanad,Kerala,,,,,2.0,,,,2 children died in different incidences.,i) Damage to a house reported. ii) Tree uprooted. iii) Traffic disrupted at many places,IMD,,567,32
UEI-IMD-FL-2020-0053,2020-06-08,2020-06-08,1.0,Landslide,,Idukki,Kerala,,,,,65.0,,5,,"65 persons died & 5 persons missing from Petimudi, Munnar","i) Huge rocks,mud fell over one of the housing quarters of tea workers at Petimudi, Munnar. ii) Damage to 30 houses reported. iii) Complete damage to 4 estate lanes in the Nayamakkad division reported. iv) Uprooted trees,boulders on road causes traffic disruption. v) Bridge at periyavarai washed away. vi) Damage to a car reported.",IMD,,556,32
UEI-IMD-FL-2020-0054,2020-06-08,2020-06-08,1.0,Heavy Rains & Landslide,,Wayanad,Kerala,,,,,,,,,,"i) Kalpetta, Mundakkai, Makkiyadu, Mananthavady area affected. ii) Damage to 10 hectares paddy fields, 17500 plantain trees & 125 rubber trees reported. iii) Damage to 15 houses reported. iv) 5 bridges washed away. v) 621 families shifted to 49 relief camps. vi) Damage to 1183 transformers reported which causes disruption in power supply in the region for 3 days. vii) Estimated 1.39 crore monetary loss reported. viii) NH 766 was inundated & traffic disrupted in ghat areas",IMD,,567,32
UEI-IMD-FL-2020-0055,2020-07-08,2020-07-08,1.0,Heavy Rains & Floods,,Alappuzha,Kerala,,,,,2.0,,,,2 persons died & other missing.,,IMD,,554,32
UEI-IMD-FL-2020-0056,2020-08-08,2020-08-08,1.0,Heavy Rains & Floods,,"Thiruvananthapuram, Wayanad",Kerala,,,,,,,,,,Thiruvananthapuram : i) Damage to 5867 hectares of agricultural land reported. ii) Damage to 37 houses completely & 198 houses partially reported. iii) 153 families were shifted to 7 relief camps. Wayanad : i) A bridge washed away. ii) Karingari- Kakkadavu road inundated. iii) 79 relief camps were opened. iv) About 15000 people shifted to safer places.,IMD,,"565, 567",32
UEI-IMD-FL-2020-0057,2020-09-08,2020-09-08,1.0,Heavy Rains & Floods,,"Alappuzha, Ernakulam, Kollam, Kottayam",Kerala,,,,,2.0,,,,Kottayam :2 persons died in different incidences.,Alappuzha : i) 1300 hectares of paddy fields submerged. ii) All villages in the Kuttanad Taluk inundated. Ernakulam : i) Damage to 6 houses completely & 224 houses partially reported. ii) 46 relief camps opened. Kollam : 252 people from 65 families shifted to 4 relief camps.,IMD,,"554, 555, 559, 560",32
UEI-IMD-FL-2020-0058,2020-10-08,2020-10-08,1.0,Heavy Rains & Floods,,"Pathanamthitta, Wayanad",Kerala,,,,,,,1,,One person missing from Pathanamthitta district.,"i) Damage to 180 hectares of Pepper, 236.24 hectares plantain trees & 195.7 hectares of other crops reported. ii) Damage to 22 houses completely,605 houses partially reported. iii) Estimated 14.184 crore of monetary loss reported.",IMD,,"564, 567",32
UEI-IMD-FL-2020-0059,2020-11-08,2020-11-08,1.0,Heavy Rains & Floods,,Kozhikode,Kerala,,,,,,,,,,"i) Quilandy & Tamarassery area affected. ii) Damage to 4896 rubber trees, 111035 plantain trees & other spices reported. iii) Damage to 4 houses completely & 109 houses partially reported. iv) Estimated 9.34 crore agricultural losses reported.",IMD,,561,32
UEI-IMD-FL-2020-0060,2020-12-08,2020-12-08,1.0,Heavy Rains & Floods,,"Alappuzha, Kottayam, Pathanamthitta",Kerala,,,,,,,,,,"Alappuzha : (Kuttanad) : i) 7423 people from 2541 families shifted to 110 relief camps. ii) 4322.94 hectares of paddy fields submerged. Kottayam : i) Damage to paddy cultivation of about 2849 hectares reported. ii) Damage to 3000 acres of paddy, rubber, tapioca, plantain & vegetables reported. Pathanamthitta : i) Damage to about 450.74 hectares of cropland reported. ii) Damage to crops worth �������16.827 crore damagedreported.",IMD,,"554, 560, 564",32
UEI-IMD-FL-2020-0061,2020-06-09,2020-06-09,1.0,Heavy Rains,,Alappuzha,Kerala,,,,,,,,,,i) Damage to 2 houses completely & 35 houses partially reported. ii) Damage to several fishing boats reported.,IMD,,554,32
UEI-IMD-FL-2020-0062,2020-06-09,2020-08-09,2.0,Heavy Rains & Flood,,Thiruvananthapuram,Kerala,,,,,,,,,,i) 5 families shifted. ii) Damage to a compound wall reported. iii) Damage to roads & drains reported. iv) Low lying areas including many houses flooded in various places. v) Damage to office documents at Kamaleshwaram school reported. vi) Many trees uprooted. vii) Vehicular traffic disrupted at Attakulangara- Manacaud road due to waterlogging.,IMD,,565,32
UEI-IMD-FL-2020-0063,2020-11-09,2020-11-09,1.0,Heavy Rains & Flood,,"Malappuram, Thiruvananthapuram",Kerala,,,,,,,,,,i) All bridges across the chaliyar river washed away. ii) Damage to a Vayalikkada-Choozhampala road reported which causes disruption to traffic. iii) Houses got flooded.,IMD,,"562, 565",32
UEI-IMD-FL-2020-0064,2020-09-20,2020-09-20,1.0,Heavy Rains & Flood,,"Ernakulam, Kannur, Thrissur, Wayanad",Kerala,,,,,,,,,,i) Damage to crops reported. ii) Damage to several houses reported. iii) Damage to vehicles reported. iv) A complete damage to roof of a fertilizer depot reported. v) Estimated crop loss of ������� 6.91 crore reported from Kannur Dist. vi) 59 people shifted to 5 relief camps. vii) Damage to a well reported. viii) Many trees including Nutmeg & rubber trees uprooted in many places causes disruption to traffic. ix) Damage to many electric posts reported causing disruption in power supply.,IMD,,"555, 557, 566, 567",32
UEI-IMD-FL-2020-0065,2020-09-21,2020-09-21,1.0,Heavy Rains & Flood,,"Kannur, Kasaragod, Palakkad",Kerala,,,,,2.0,,,,2 persons died from Kasaragod.,"i) Extensive damage to Paddy crops & also damage to about 6000 Banana plants reported. ii) Damage to 354.936 hectares of crops reported from Kasaragod Dist. iii) Estimated loss of �������3 lakhs reported from Kasaragod Dist. iv) Around 3,109 hectares of crops loss amounting to ������� 54 crores since monsoon onset reported from Palakkad Dist. v) Damage to 64 houses reported. vi) Over 20,000 farmers affected by the crop loss. vii) 23 families shifted to 5 relief camps in Kannur.",IMD,,"557, 558, 563",32
UEI-IMD-FL-2020-0066,2020-09-22,2020-09-22,1.0,Heavy Rains & Flood,,"Kollam, Thiruvananthapuram",Kerala,,,,,1.0,3.0,2,,"One person died, 3 injured & 2 others missing from Kollam Dist.",i) Damage to a house reported. ii) Damage to a fishing boat reported,IMD,,"559, 565",32
UEI-IMD-FL-2020-0067,2020-09-23,2020-09-23,1.0,Heavy Rains & Flood,,Thiruvananthapuram,Kerala,,,,,,2.0,,,2 persons injured due to wall collapsed in Vilavoorkal area.,i) Damage to houses reported. ii) Damage to a car reported.,IMD,,565,32
UEI-IMD-FL-2020-0068,2020-09-10,2020-09-10,1.0,Heavy Rains & Flood,,Thiruvananthapuram,Kerala,,,,,,,,,,i) Damage to plantain reported. ii) Damage to basement of a house reported. iii) Traffic disrupted.,IMD,,565,32
UEI-IMD-FL-2020-0069,2020-10-29,2020-10-29,1.0,Heavy Rains,,Thiruvananthapuram,Kerala,,,,,1.0,,,,A fisherman electrocuted.,,IMD,,565,32
UEI-IMD-FL-2021-0062,2021-01-03,2021-01-03,1.0,Heavy   Rains,,Kasaragod,Kerala,,,,,,,,,,,IMD,,558,32
UEI-IMD-FL-2021-0063,2021-01-10,2021-01-10,1.0,Heavy   Rains,,Wayanad,Kerala,,,,,,,,,,,IMD,,567,32
UEI-IMD-FL-2021-0064,2021-04-02,2021-04-02,1.0,Heavy   Rains & Mudslide,,Thiruvananthapuram,Kerala,,,,,,,,,,,IMD,,565,32
UEI-IMD-FL-2021-0065,2021-04-10,2021-04-10,1.0,Heavy   Rains,,Kozhikode,Kerala,,,,,,,,,,,IMD,,561,32
UEI-IMD-FL-2021-0066,2021-04-11,2021-04-12,2.0,Heavy   Rains,,Thiruvananthapuram,Kerala,,,,,,,,,,,IMD,,565,32
UEI-IMD-FL-2021-0067,2021-04-13,2021-04-13,1.0,Heavy   Rains,,Ernakulam,Kerala,,,,,,6.0,,,,,IMD,,555,32
UEI-IMD-FL-2021-0068,2021-04-18,2021-04-18,1.0,Heavy   Rains,,Wayanad,Kerala,,,,,,,,,,,IMD,,567,32
UEI-IMD-FL-2021-0069,2021-04-19,2021-04-19,1.0,Heavy   Rains,,Kozhikode,Kerala,,,,,,,,,,,IMD,,561,32
UEI-IMD-FL-2021-0070,2021-04-20,2021-04-21,2.0,Heavy   Rains,,Wayanad,Kerala,,,,,,,,,,,IMD,,567,32
UEI-IMD-FL-2021-0071,2021-04-22,2021-04-22,1.0,Heavy   Rains,,Palakkad,Kerala,,,,,,,,,,,IMD,,563,32
UEI-IMD-FL-2021-0072,2021-05-12,2021-05-12,1.0,Heavy rains & Flood,,Thiruvananthapuram,Kerala,,,,,,,,,,,IMD,,565,32
UEI-IMD-FL-2021-0073,2021-05-18,2021-05-18,1.0,Heavy rains & Flood,,Thiruvananthapuram,Kerala,,,,,,,,,,,IMD,,565,32
